Timestamp              | Testing Server   | Dj Lhr Server   | Dj Vehari Server   | Dj Kasur Server   | Gujrat Server   | Jehlum Server   | Woman Jail Server   | Dj Multan Server   | Dj Khanewal Server   | Dj Rajanpur Server   | Dj Rymyarkhan Server   | Dj Layyah Server   | Dj Muzafarghar Server   | Dj Jhang Server   | Dj Bhakkhar Server   | Dj Bhawalnaggar Server   | Dj Shahpur Server   | Dj Lodhara Server   | Dj Mandibhawaldin Server   | Dj Okara Server   | Dj Narrowal Server   | Dj Pakpattan Server   | Dj Sarghodha Server   | Dj Hafizabad Server   | Dj T.T.Singh Server   | Dj Attock Server   | Cj Rawalpindi Server   | Cj Lhr Server   | Cj D.G.Khan Server   | Cj Mainwali Server   | B.J Fasilabad Server   | B.J Bhawalpur Server   | Sub.J Shujabad Server   | Sub.J Chakwal Server   | F3Rgh Server   | Message
2025-04-09 10:54:04   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Dj Jhang Server became reachable.
2025-04-09 10:54:04   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Dj Muzafarghar Server became reachable.
2025-04-09 10:54:04   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Dj Layyah Server became reachable.
2025-04-09 10:54:04   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Dj Rymyarkhan Server became reachable.
2025-04-09 10:54:04   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Dj Rajanpur Server became reachable.
2025-04-09 10:54:04   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Dj Khanewal Server became reachable.
2025-04-09 10:54:04   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Dj Multan Server became reachable.
2025-04-09 10:54:07   | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Jehlum Server became reachable.
2025-04-09 10:54:07   | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Gujrat Server became reachable.
2025-04-09 10:54:07   | Offline      | Offline      | Offline      | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Dj Kasur Server became reachable.
2025-04-09 10:54:07   | Offline      | Offline      | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Dj Vehari Server became reachable.
2025-04-09 10:54:09   | Online       | Offline      | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Testing Server became reachable.
2025-04-09 10:54:42   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Log Section Initialized.
2025-04-09 10:54:49   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | F3Rgh Server became reachable.
2025-04-09 10:54:49   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Sub.J Chakwal Server became reachable.
2025-04-09 10:54:49   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Sub.J Shujabad Server became reachable.
2025-04-09 10:54:51   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Offline      | Online       | Online       | Online       | B.J Fasilabad Server became reachable.
2025-04-09 10:54:54   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Cj D.G.Khan Server became reachable.
2025-04-09 10:54:54   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Cj Lhr Server became reachable.
2025-04-09 10:54:54   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Cj Rawalpindi Server became reachable.
2025-04-09 10:54:56   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Dj T.T.Singh Server became reachable.
2025-04-09 10:54:56   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Dj Hafizabad Server became reachable.
2025-04-09 10:54:56   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Dj Sarghodha Server became reachable.
2025-04-09 10:54:56   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Dj Pakpattan Server became reachable.
2025-04-09 10:54:56   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Dj Narrowal Server became reachable.
2025-04-09 10:54:56   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Dj Okara Server became reachable.
2025-04-09 10:54:56   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Dj Mandibhawaldin Server became reachable.
2025-04-09 10:54:58   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Dj Shahpur Server became reachable.
2025-04-09 10:54:58   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Dj Bhawalnaggar Server became reachable.
2025-04-09 10:55:02   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Offline      | Offline      | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Dj Muzafarghar Server became reachable.
2025-04-09 10:55:02   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Offline      | Offline      | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Dj Layyah Server became reachable.
2025-04-09 10:55:02   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Offline      | Offline      | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Dj Rymyarkhan Server became reachable.
2025-04-09 10:55:02   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Online       | Offline      | Offline      | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Dj Rajanpur Server became reachable.
2025-04-09 10:55:04   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Offline      | Online       | Online       | Online       | Online       | Offline      | Offline      | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Dj Multan Server became reachable.
2025-04-09 10:55:04   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Offline      | Offline      | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Woman Jail Server became reachable.
2025-04-09 10:55:08   | Offline      | Offline      | Offline      | Online       | Offline      | Offline      | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Offline      | Offline      | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Dj Kasur Server became reachable.
2025-04-09 10:55:08   | Offline      | Offline      | Online       | Online       | Offline      | Offline      | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Offline      | Offline      | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Dj Vehari Server became reachable.
2025-04-09 10:55:08   | Offline      | Online       | Online       | Online       | Offline      | Offline      | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Offline      | Offline      | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Dj Lhr Server became reachable.
2025-04-09 10:55:12   | Online       | Online       | Online       | Online       | Offline      | Offline      | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Offline      | Offline      | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Testing Server became reachable.
2025-04-09 10:55:19   | Online       | Online       | Online       | Online       | Offline      | Offline      | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Offline      | Offline      | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | B.J Fasilabad Server became unreachable.
2025-04-09 10:55:19   | Online       | Online       | Online       | Online       | Offline      | Offline      | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Offline      | Offline      | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Cj Mainwali Server became reachable.
2025-04-09 10:55:19   | Online       | Online       | Online       | Online       | Offline      | Offline      | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Offline      | Offline      | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Dj Attock Server became reachable.
2025-04-09 10:55:21   | Online       | Online       | Online       | Online       | Offline      | Offline      | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Offline      | Offline      | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Dj Narrowal Server became unreachable.
2025-04-09 10:55:21   | Online       | Online       | Online       | Online       | Offline      | Offline      | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Offline      | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Dj Lodhara Server became reachable.
2025-04-09 10:55:23   | Online       | Online       | Online       | Online       | Offline      | Offline      | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Dj Jhang Server became reachable.
2025-04-09 10:55:23   | Online       | Online       | Online       | Online       | Offline      | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Dj Khanewal Server became reachable.
2025-04-09 10:55:23   | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Jehlum Server became reachable.
2025-04-09 10:55:23   | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Gujrat Server became reachable.
2025-04-09 10:55:33   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Log Section Initialized.
2025-04-09 10:55:41   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | F3Rgh Server became reachable.
2025-04-09 10:55:41   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Sub.J Chakwal Server became reachable.
2025-04-09 10:55:41   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Sub.J Shujabad Server became reachable.
2025-04-09 10:55:43   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Offline      | Online       | Online       | Online       | B.J Fasilabad Server became reachable.
2025-04-09 10:55:43   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Offline      | Online       | Online       | Online       | Cj Mainwali Server became reachable.
2025-04-09 10:55:43   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Cj D.G.Khan Server became reachable.
2025-04-09 10:55:45   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Cj Rawalpindi Server became reachable.
2025-04-09 10:55:47   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Dj T.T.Singh Server became reachable.
2025-04-09 10:55:47   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Dj Hafizabad Server became reachable.
2025-04-09 10:55:47   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Dj Sarghodha Server became reachable.
2025-04-09 10:55:47   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Dj Pakpattan Server became reachable.
2025-04-09 10:55:47   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Dj Narrowal Server became reachable.
2025-04-09 10:55:47   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Dj Okara Server became reachable.
2025-04-09 10:55:47   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Dj Mandibhawaldin Server became reachable.
2025-04-09 10:55:47   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Dj Lodhara Server became reachable.
2025-04-09 10:55:47   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Dj Shahpur Server became reachable.
2025-04-09 10:55:47   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Dj Bhawalnaggar Server became reachable.
2025-04-09 10:55:51   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Offline      | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Dj Muzafarghar Server became reachable.
2025-04-09 10:55:51   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Offline      | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Dj Layyah Server became reachable.
2025-04-09 10:55:51   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Offline      | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Dj Rymyarkhan Server became reachable.
2025-04-09 10:55:51   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Online       | Offline      | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Dj Rajanpur Server became reachable.
2025-04-09 10:55:51   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Dj Khanewal Server became reachable.
